City/District,Waste Type,Waste Generated (Tons/Day),Recycling Rate (%),Population Density (People/km²),Municipal Efficiency Score (1-10),Disposal Method,Cost of Waste Management (₹/Ton),Awareness Campaigns Count,Landfill Name,"Landfill Location (Lat, Long)",Landfill Capacity (Tons),Year,years_since_start,waste_per_capita,cost_efficiency,index
,,2527.010352695224,82.22819788003447,11881.778028657274,9.536626408199396,,2682.6859828051342,5.458084933734668,,,70956.99457439,2019.0,0.0,0.23554268268448286,278.88288244508317,
,,2778.9642830592757,80.99655336570521,10705.428949835186,9.388865895648056,,2854.4922732167115,4.423070798972061,,,67756.0422201177,2019.0,0.0,0.29802490857652525,303.25737126751136,
,,2366.4651583385066,47.642921072530406,15158.379485547368,5.453553324954997,,2387.560516279051,1.0692331003949107,,,71246.59093359871,2019.5920195257447,0.5920195257448162,0.1562296219769546,433.6837336209925,
,,2098.7885976943344,44.45617392469763,14863.4784506905,5.282596203298841,,2148.253164321931,1.3304768623179228,,,72476.28550967143,2019.9435499279348,0.9435499279346871,0.14076957519930972,402.3424197522749,
,,2429.6441619396865,80.38950703213783,13150.0663867121,7.134146582157309,,4432.077507081356,5.322066750071941,,,66570.12951782651,2019.926093360767,0.9260933607670634,0.18110291142213664,635.1268314616103,
,,2167.707050135223,80.90158418797003,13238.292694061072,6.944456284014062,,4416.234724354386,5.046885844032403,,,67141.46325039743,2019.6794093240262,0.6794093240262891,0.1620119625044128,646.6904754879411,
,,3483.337936169415,48.47314731954484,15730.186298003366,5.738621821011296,,4540.733248986985,5.630689089494353,,,73422.03001158118,2019.0,0.0,0.22770563470801736,803.8743521512024,
,,2779.835058978543,49.65699896439495,16011.854354199259,5.450555158543852,,4489.065379780792,5.774722420728073,,,75618.28247232738,2019.0,0.0,0.1824282870842573,834.2075605742962,
,,1577.6990048795847,76.24384990697689,11885.533278432153,6.20432174476176,,1959.4536334657028,16.989195638095598,,,72454.78399944365,2020.0,1.0,0.14108493366267644,320.00992312721723,
,,1565.1969923911124,78.93806498427897,10649.49911348031,6.582261524490002,,1989.8346557943191,16.044346188775,,,70815.47300890146,2020.0,1.0,0.15462589424563128,303.5285218828749,
,,5990.335255935628,72.38669532153601,15630.074428717793,9.028510496835306,,965.3048860600306,16.73359196245113,,,77253.63872942765,2019.5761830251038,0.5761830251038214,0.39176026697452265,106.92400124644575,
,,6680.867849815339,74.3813064440856,14691.909014977686,8.705303489168635,,823.1001614047952,17.39231021701771,,,75200.39127441551,2019.8932379131538,0.8932379131538744,0.4584437468062796,95.19990300085595,
,,7317.251192225784,82.87698063489242,14698.868067468431,6.486548077218342,,1013.0615254067932,18.304742439468704,,,73162.68695113019,2020.1871698941845,1.1871698941845972,0.4969474418850274,160.21396725611507,
,,7388.826728220396,83.18088277030711,14611.496203536706,6.027609078342806,,901.160528516473,18.184501078527326,,,73527.0149611365,2020.136519538282,1.136519538282149,0.5051853260674845,150.60055704567185,
,,3165.9075555253553,74.2699839087222,12374.427750063825,7.415889270565872,,4471.128771714884,7.268292721207814,,,72426.74548103138,2019.8233754778005,0.823375477800435,0.2755665842008083,606.4641302341137,
,,3113.368311855166,73.18225327625606,11450.022747728553,7.08842441178368,,4527.187432172781,8.258180268033705,,,71465.07822493749,2019.6841038198195,0.6841038198193974,0.29747237199392784,639.8802747889672,
,,7395.935161293266,81.88405449175802,14376.0,5.779055724921159,,649.7250586644868,17.861076325161047,,,74509.0,2020.0,1.0,0.5144640485039835,116.4905652176875,
,,7121.851115912831,82.22402649987646,14376.0,6.588199121426034,,736.2005615010135,18.506274325356696,,,74509.0,2020.0,1.0,0.49539865859159926,114.62166204538755,
,,3864.929676249303,81.65311802681616,9971.055590095322,9.280024016113686,,3382.1188688454904,5.024792543049215,,,70027.03590550585,2021.8723842634677,2.8723842634677643,0.3972344449816749,368.2108862131455,
,,3569.740112278483,79.23596361760683,9712.4197539077,9.57847456674393,,2895.7921764244265,5.331685952012998,,,69957.64222965574,2021.8766056926345,2.8766056926345334,0.37559765560435826,307.14277736144555,
,,8760.11558944739,40.244475829850614,13083.750728222172,5.375232637282675,,2843.3351431878295,5.306668031654561,,,64795.567397026956,2021.1060331103542,2.1060331103542547,0.6812557043176292,535.1962773919513,
,,8816.410973612308,40.68234931440457,12844.023846943172,5.407879896891915,,2867.828195471259,5.442874346130808,,,63957.165287393414,2021.049748585659,2.0497485856590925,0.6942945789775617,537.182752291493,
,,1588.848231230873,36.2508017348111,14074.14773326782,5.154002395969529,,1858.2199502094181,2.5061447155278573,,,70385.55610480945,2021.1540023959694,2.154002395969529,0.11137602450930251,358.6923885408463,
,,1091.4868555296052,33.47830595605523,13066.97124747383,5.157192878052136,,2039.345936527214,4.705636542453429,,,56627.05173216712,2021.1571928780522,2.1571928780521357,0.07963268610231877,394.6492662612582,
,,8058.869500455561,35.33000906397926,15145.006202460716,7.798636762906333,,2799.105877887159,17.045596284503524,,,70099.14510764868,2021.2216681773298,2.221668177329877,0.5413066497644273,360.57846516231405,
,,8053.49846459973,35.198660126458364,15174.371316806264,7.790947547314411,,2789.301135146556,17.1834582804274,,,69930.75128618561,2021.199776687743,2.1997766877430602,0.5401971461616167,359.76108728321697,
,,2834.9612858429223,78.58912978000902,11244.07404747159,8.2607513176564,,2127.065240823694,16.56020411521725,,,71250.82784661642,2020.6618457225347,1.6618457225347056,0.26196311138230627,260.2308966950536,
,,3104.6294414129597,77.28564644395023,12571.474959387811,8.459440098728418,,2068.7004529243686,16.735043709312443,,,72631.73555424913,2020.9082328775603,1.90823287756037,0.26242709163465255,245.19897777664178,
,,5591.490501619382,73.454921242442,12740.939964057226,9.459274811748854,,3703.2492777660273,3.4177747461854997,,,69960.45313784569,2022.0,3.0,0.4415292135213332,393.631867064292,
,,5627.793957385596,73.03086533997072,14530.292389137512,9.155974846956362,,4004.8066586996406,3.6711857812754873,,,62676.16013187984,2022.0,3.0,0.40055794786056403,438.91976135596633,
,,8340.813892415865,46.64090646996523,15028.162123009568,8.378064998846126,,3025.7638105129263,11.642467939812004,,,71789.57846329981,2022.0,3.0,0.5532548251332027,359.5745206071353,
,,8124.7372193495485,44.067672584718274,14691.226817201052,8.182740183884668,,3015.4827269049656,11.71996615676605,,,73194.54985731759,2022.0,3.0,0.5521404204800453,367.92269651625327,
,,7700.5808026595605,68.90845658102607,15614.72867342936,6.816073748736147,,4583.21812942265,14.085956081327334,,,69343.68095769428,2022.7181035787996,3.7181035787996284,0.49205698591602803,682.9975092432227,
,,8113.8411602507485,70.97311477459185,15703.741580624266,7.05694725587243,,4583.688552002196,13.65581075238515,,,68972.51003511285,2022.76970526413,3.7697052641300095,0.5151994969038269,660.5532289653672,
,,8452.875920906801,46.61809702867542,15102.164600130625,8.420964985582971,,3087.9222788455404,11.698944103394286,,,71480.99885870169,2022.0,3.0,0.55799348081426,365.2285256361768,
,,8746.603580042793,45.508894595093196,15218.24809382112,8.488259764533982,,3294.7816697086528,11.921712881280829,,,70996.94751370707,2022.0,3.0,0.573630852785178,387.76700838219034,
,,2518.389931516056,36.170949231504025,16272.48162063758,5.733134843673805,,2137.3206146036177,1.9093047297129093,,,72005.41298251197,2021.5189883192115,2.518988319211567,0.154590373365059,369.6560015359493,
,,2935.5577546605664,34.37775459075358,15499.913875756689,5.857527323347008,,2307.7466584873705,1.5232023093618992,,,73025.2966213334,2021.7306174457774,2.7306174457773724,0.19199636358624295,391.7120356037422,
,,3100.3878138139867,70.2708216589649,12106.22363985887,8.41105904567757,,3547.512914529705,0.8380877202007753,,,72147.730211661,2022.8323824559598,3.832382455959845,0.28104748659072404,424.6060658568535,
,,3285.3362985999784,75.16723669457909,11807.973971573927,8.971761580646676,,3692.4426102188254,2.5434369610080516,,,71837.45826440203,2022.4913126077984,3.49131260779839,0.30584434935417176,411.7308343642255,
,,8340.449159978129,71.27953315683834,15340.4528661445,6.0,,2105.418326145066,11.193138336485589,,,68978.35905510224,2023.0,4.0,0.5518954155259536,350.90305435751105,
,,8056.440865789031,73.02802201781722,16050.197266947858,6.0,,2196.6685772526844,10.361782054323353,,,64908.340103126975,2023.0,4.0,0.5113361476607687,366.1114295421141,
,,7638.804678536015,37.30267207304152,13257.19490423182,5.0,,2966.75844025493,9.268620295605862,,,55335.2963119656,2022.8617364022136,3.8617364022137073,0.5836174586628863,593.351688050986,
,,7793.315340832922,35.342396906659744,14764.345255380276,5.0,,2757.333807821677,6.951472600977539,,,64816.6982686703,2022.5432804833488,3.5432804833488807,0.5396911507353254,551.4667615643355,
,,8553.858848883374,67.9768107489741,14329.07613246593,6.0,,1903.6544434235302,11.655894001315628,,,73892.66186287551,2023.0,4.0,0.5968726369504491,317.2757405705884,
,,8351.848479116452,67.57040568250181,13764.396544734773,6.0,,2057.4651981480533,12.226642372897206,,,66475.6780662659,2023.0,4.0,0.6052397145918433,342.9108663580089,
,,4043.2195266607496,36.365302695267474,10609.63368847496,9.635230036919072,,1153.8045431795078,4.990976627824484,,,63171.55795438674,2023.0,3.9999999999999996,0.36945846886703776,120.11190899428686,
,,2979.671866775693,35.38008022246862,9325.713183180664,9.361726663372435,,1164.786358464756,4.663586350276459,,,70310.47925752541,2023.0,4.0,0.29744873178754816,124.8147203158083,
,,6275.551050907521,39.68277428001758,18601.57834684614,10.0,,3415.506251419303,13.072023289175906,,,53333.72089827467,2019.681325029258,0.6813250292578996,0.33674039716282894,341.5506251419303,
,,7608.1469678302565,41.67042595474783,20270.913871997873,10.0,,3915.283498635904,10.084452934420366,,,56309.290922340886,2019.195434973381,0.19543497338099547,0.37645669144407795,391.5283498635904,
,,7826.835230907171,40.79729540491806,13887.612638048275,5.642810673398024,,4113.219878308543,15.498500081958019,,,49754.294871904465,2019.0,0.0,0.5715775326049544,730.101968033797,
,,7862.973621636786,39.685298710353955,14321.979359059214,5.655242140806585,,4113.714134436618,15.651485069613164,,,50009.02086821463,2019.0,0.0,0.5575562865386312,728.6333113048015,
,,1728.145379691001,57.97722664472919,17164.469616153627,5.406610483650799,,4458.6885532852975,0.5933895163492018,,,59131.30128136689,2019.2622849032246,0.26228490322462905,0.09883498416478453,830.0142392388682,
,,1836.9853375224116,53.993622749192674,18449.496023971493,5.136341555504001,,4544.501812078244,0.863658444496,,,52911.41555314231,2019.7541514802592,0.7541514802593328,0.09899638704667901,888.2037142901416,
,,5134.281719102726,32.36756891220813,18542.885336355976,7.0,,4563.434667794449,3.5845554981988226,,,46045.228099303946,2019.0,0.0,0.27602993475076004,651.9192382563498,
,,4890.37319143339,32.27858907618925,18305.354648190056,7.0,,4537.3428320863095,2.9761656073217786,,,49151.32046428874,2019.0,0.0,0.2658691647815882,648.191833155187,
,,9067.024867593902,46.53443281653452,13759.853620917229,5.0,,3300.6551162673413,4.08368568908007,,,53770.08586596676,2019.7313627621684,0.7313627621684162,0.6951717326654185,660.1310232534682,
,,9123.944417603274,47.228492031194946,14298.327336145827,5.0,,3288.077771988123,3.8607653617721764,,,53598.851203327264,2019.7468764221712,0.7468764221712061,0.6762349695529147,657.6155543976246,
,,7665.374496744944,80.38012332996797,18540.00785786772,5.547615230480401,,4573.965933046302,15.4523847695196,,,43521.52224974379,2020.0754640044095,1.0754640044095365,0.41357827152118565,825.5559667942396,
,,7883.4175460119,78.693803486093,18887.481231869664,5.470791744947223,,4435.206157076289,15.52920825505278,,,43128.208932954185,2020.1775789152991,1.1775789152991947,0.41803334856008845,813.1666999605911,
,,2428.2585057976908,82.92591465686301,16203.472434619129,5.586495689900176,,4223.768404677357,3.3980169968134533,,,54848.14949072226,2020.1781538175626,1.1781538175624762,0.15250201889258874,758.7507218677861,
,,2232.198022170148,81.84076561029298,17691.842319793515,5.671858019283911,,4172.645124128439,3.2865970557303363,,,56167.83833984875,2020.3575643468964,1.3575643468964058,0.1336674181123047,738.9196664662884,
,,5415.6379667201645,39.32740498548044,19780.876170903244,9.370309243238736,,3230.3408972849143,14.69767603691685,,,55823.25646788788,2019.753139901775,0.7531399017749529,0.2847871458087711,344.23105482796745,
,,4699.0765779710855,40.28270618137279,20304.091243892493,9.16256055434088,,2947.6568658429637,15.222155783124485,,,56883.709650366975,2019.9659966146357,0.9659966146358061,0.24116296784879415,322.9559919237965,
,,4772.080614391538,78.37543758593145,14461.691690945856,6.561584716301718,,1662.5210030817973,16.738136687405262,,,49201.681603683566,2020.2807923581508,1.2807923581508591,0.32923885981441936,246.1177766792444,
,,5658.638085053203,79.96684485161306,16984.60654578523,6.786094414448015,,2135.8796443911947,16.921712321653803,,,50999.68423800332,2020.393047207224,1.3930472072240074,0.3325595014018677,312.63010916845127,
,,1686.0985616978223,58.61280328203668,17472.96013413169,5.0,,4062.409063524203,4.005819673653037,,,47421.088779555546,2020.0,1.0000000000000002,0.10407105554622054,812.4818127048404,
,,2171.485144985195,60.265561331080754,15492.711211205642,5.0,,3914.915095230945,4.7570733323094325,,,40850.55882824796,2020.0,1.0,0.15432634638607295,782.983019046189,
,,934.9034433496927,46.11460268924955,16556.386491335412,7.362281539624828,,2192.3322723685815,12.512401997925267,,,53047.62235785078,2021.0,2.0,0.0594781169850771,307.4019132109422,
,,947.084281763614,46.83619315558395,15604.863018527865,7.678877925519595,,2137.795407902878,12.016812042159962,,,53302.32517031163,2021.0,2.0,0.06484864323213602,288.9169488473518,
,,1554.4113511725618,46.3204301805211,18482.229482260413,6.130199885348345,,1884.5148970584974,14.417594083271457,,,51714.14492017748,2021.0,2.0,0.0830553583588155,302.5830963140804,
,,2171.987704543373,47.23309863425009,18762.10818492668,5.5274038701931385,,1502.60358081165,15.30942075184839,,,50842.190979920124,2021.0,2.0,0.11468291050485996,265.05733377698726,
,,7178.94905815655,60.32430512890841,19066.80464737046,8.367423636075731,,4430.903623916007,3.922625939546161,,,52138.12854629713,2021.3674236360757,2.367423636075731,0.3778974783346686,534.6496091315354,
,,7403.414302297243,55.711949780652056,18942.51151050773,7.815560142258288,,4463.220143761312,4.218797036121374,,,52205.26066152084,2020.8155601422584,1.8155601422582885,0.3922849234331902,577.434084083868,
,,6543.606803513065,34.13981251304758,20105.23459775459,7.0,,3326.7965271755875,15.453533494992895,,,51793.57571316719,2021.8678630714492,2.867863071449223,0.3250468389521318,475.25664673936967,
,,6516.0612560638665,34.03540768926429,19714.01695515641,7.0,,3253.657911557023,15.872571737911471,,,51347.86945153159,2021.710309870584,2.710309870584016,0.33067787075835736,464.80827307957475,
,,3535.4705473899867,41.297837189149206,14935.485533939598,10.0,,3820.9246012832173,8.273994309004511,,,59314.73183874755,2021.0,2.0,0.25152898351404557,382.09246012832176,
,,3706.1704672703004,43.2501761087574,17232.136856667443,10.0,,3868.9992338779043,6.8291340610205795,,,56890.26735095385,2021.0,2.0,0.21716038269493498,386.89992338779047,
,,3610.232224129781,39.71706980462345,13584.934070356876,6.636723951858938,,2572.492147335714,10.646206243517613,,,50034.93634127841,2022.0,3.0,0.2706795886812431,389.05278254416123,
,,4116.006289204133,40.36679632297905,18121.614709143912,5.637127882302888,,2543.00628507783,10.996075794718061,,,44544.07319599612,2022.0,3.0,0.22847453372692483,449.39375999056415,
,,905.5808901490827,51.07771708959571,18906.11542573303,9.407817501798414,,1102.5326399088349,16.233209759872032,,,50125.014528412976,2022.3398576666796,3.3398576666794977,0.04805992644109425,117.97232108099928,
,,1459.017776879109,52.91041216933635,18810.924434751654,9.402584347007279,,1124.6258495269649,17.315034081426557,,,43971.064211551515,2021.5994532180757,2.5994532180756527,0.07705747131638518,120.48526831402626,
,,5658.388687737498,47.55189146275177,18517.681834179053,8.697775910481123,,4510.461770593779,17.310299015427308,,,51603.69415113947,2022.0,3.0,0.3060654978290359,519.5099397227395,
,,6343.039641894018,49.40844395104722,18948.093438980846,8.725041232241523,,4074.925356419035,15.917256997058676,,,50262.75934200922,2022.0,3.0,0.3346679587876821,469.4617725725635,
,,1268.444850374694,70.55018317899089,18998.079400863637,6.401152539035302,,4242.133040798838,16.06470252011966,,,51407.71762281435,2022.3341125047289,3.3341125047289113,0.06657532587840709,663.7550067562368,
,,1407.3882603542738,69.17310765720784,18982.840209174545,6.342786142727489,,4228.936525161314,15.745151813217905,,,51265.94897251852,2022.3994085823774,3.3994085823773963,0.0738789773801678,667.8508202279447,
,,924.2796292626372,84.34674633103472,19311.312256993642,6.61151103684044,,1779.0219632851552,13.8985487114356,,,62245.753906245365,2022.3884889631595,3.3884889631595603,0.04956988175801369,272.4789739212662,
,,1293.033133031326,82.69561099872287,18573.89296235697,6.729725935817139,,2126.7139697763378,12.541982313225013,,,72436.65469954268,2022.2702740641828,3.2702740641828614,0.07237185982564898,316.5706431873443,
,,6293.176245697816,66.29688786936246,14942.444390053264,8.415137109496833,,2547.6674574511053,9.140230034691143,,,49342.51282690386,2023.0,4.0,0.45891935459166794,303.51651249278905,
,,5959.949395046297,68.10160760639755,15706.002349658478,8.864638123438208,,2538.437471171059,8.561564564090428,,,50109.341308894596,2023.0,4.0,0.4140670297859137,286.77982778391237,
,,5624.487049969197,78.05288656522767,18768.970475731097,5.638776709330081,,4009.5804958894178,15.74058403577762,,,42215.027061131375,2023.0,4.0,0.3018117850674065,715.4512185194169,
,,6020.817730087992,72.85028977488402,17989.84207826156,5.778823849602045,,4213.665084259314,15.7582867934732,,,49304.3980999084,2023.0,4.0,0.34096364027492354,731.1704918235387,
,,6795.834198593326,73.21787219816503,19666.941712201125,5.383576315376866,,2715.3110969878007,10.0,,,57616.89165632117,2023.0,4.0,0.37674526966282396,515.118853487215,
,,7425.409511791595,75.10539329276999,16704.648309193053,5.948892096247176,,2530.628987139965,10.0,,,51755.2356315936,2023.0,4.0,0.45894972695084735,426.95895008757236,
,,2267.411603478747,45.606927302745575,20427.406394686695,9.752508813933556,,3830.1027288678256,7.160884378077463,,,50986.64645589956,2023.0,4.0,0.11759129715249156,395.0933425709598,
,,2358.20944149318,44.987885579606804,20172.17347457545,9.895075097626584,,3802.913472117353,7.730208642497839,,,53758.470151905494,2023.0,4.0,0.12354938377042818,385.41401411205516,
,,6544.042919572086,60.71561419595669,16665.713578839597,6.660628930700221,,2165.1804360056726,14.000645641558457,,,52846.61272334902,2023.0,4.0,0.41282843432491767,325.2942521692619,
,,6699.530727286982,61.14500292250629,17477.675355400097,6.729311876628331,,2216.277007009136,14.979497935532937,,,54798.57939718243,2023.0,3.9999999999999996,0.40063616148027165,329.3591226210471,
,,6387.751764521829,67.48630070122735,20475.639954530805,8.773347502873486,,3186.970505707364,13.58222358855792,,,57396.14824613171,2019.0,0.0,0.31502368766715044,366.6447319080357,
,,6405.198089081016,66.45784076622591,20385.456556102203,8.573753299459876,,3150.6648446392505,13.755494047991505,,,56283.812167234646,2019.0,4.440892098500626e-16,0.3176730065935611,370.2948764695649,
,,4657.482349717175,51.71234823483329,18201.158320884806,5.251374611751158,,4263.201774464075,4.047274047424812,,,68933.84363917101,2019.251374611751,0.25137461175115816,0.2628037404260496,815.2525709716929,
,,4697.0563993355245,49.75092658812156,16558.082291430237,5.051286034014179,,4207.708559972986,4.608075649977694,,,71578.62902318724,2019.051286034014,0.05128603401417897,0.28532139971798814,833.9137692022217,
,,4592.266650930695,43.651486923093834,23085.100624603205,5.405183580263768,,1421.927078027415,10.079777401668917,,,63035.49585658082,2019.4051835802638,0.405183580263768,0.19967245604535439,263.5724856992674,
,,4794.100500011574,44.42239865630493,22932.060849324218,5.393988494680805,,1446.9556508255323,9.637381515791596,,,63262.083048836284,2019.3939884946808,0.3939884946808043,0.21044649167448515,269.15325448833573,
,,735.000808789192,40.8495437432386,22002.505399439782,9.159928311939302,,977.6973840366672,5.593352826929281,,,69639.82910207783,2019.7013652786445,0.7013652786444933,0.03318884246676701,103.36671602537115,
,,692.9812066390759,41.74603871193394,21757.20242196475,9.18706473621552,,866.8250490223845,6.196062845295463,,,67860.0264178425,2019.567255062833,0.5672550628331476,0.03170319563284041,92.09868609720257,
,,2032.069281761284,46.53461356958624,20661.197108611137,8.97213661477577,,2981.938945659616,17.15837547210949,,,69994.63131336955,2019.3850429367126,0.38504293671263956,0.09324458158600957,333.3539377862691,
,,1944.559155056144,46.37640440497536,20103.921919397402,9.09838008481975,,2957.198043677537,16.691751081638174,,,72176.8323879281,2019.4026217327805,0.4026217327805164,0.09023033180477835,326.2798019718906,
,,2754.0108013980507,69.06363943429162,22373.797840689847,8.0,,2563.589877686894,15.471663869178926,,,63777.15717844822,2020.0,1.0,0.1217724911840527,320.4487347108618,
,,2719.113255515833,69.34478667942533,22243.81550327794,8.0,,2586.0391047707703,16.306339705781678,,,63765.789153524245,2020.0,1.0,0.12085732465421228,323.2548880963463,
,,5796.177659345012,42.705804323531254,22174.45612519424,5.4131277054352065,,1711.901671735399,5.654486097741526,,,64383.775281898874,2019.7495061809998,0.7495061809998242,0.2639297870362723,321.1593412112247,
,,5949.086147566452,44.277933738684126,22059.23506849675,5.349187052439928,,1689.1552374198468,5.961221088000869,,,64554.368944090274,2019.6088817804398,0.6088817804397098,0.27207732361420783,319.8944725569718,
,,5945.775726091499,54.434729520763824,21828.858971450856,5.221342381493262,,1553.8623580651165,4.900511961370279,,,64895.45852617598,2019.5212692441546,0.52126924415465,0.2739468332081413,299.4028512836528,
,,6004.250016337254,55.7408102461232,21733.575269872457,5.168465743547422,,1546.7237342614565,4.428032215449513,,,65036.53339621548,2019.535889712769,0.5358897127689211,0.2775125732675772,300.6912231587387,
,,7084.186030226226,70.032696395554,20281.711872396867,8.656780810180052,,3156.4065302051436,2.743352420450101,,,57607.79041198599,2020.0,0.9999999999999998,0.348068870124855,366.2806404943485,
,,7122.696781370129,70.38087074581063,20289.039827649787,8.681120623858524,,3160.30838610113,2.732226982313078,,,57658.0662669272,2020.0,1.0,0.34990607423251735,365.6100990456542,
,,1154.338212323968,47.987126375648884,20277.167880502202,8.386027421057012,,786.0290007798505,5.031870047805727,,,57782.73936711161,2020.2990187775201,1.2990187775200628,0.05860893198629025,94.2148132046724,
,,1014.7756958642167,46.5347121824251,20587.14512699112,8.649474792083868,,773.8147799368708,5.561067224910152,,,59854.01711829833,2020.0349957977305,1.0349957977305277,0.050821026177807926,89.93171747993142,
,,4863.159661687705,56.49746626048961,22335.997972102523,8.706287639824346,,1611.324710400384,1.305328703261198,,,62614.69305637983,2021.0434930875194,2.043493087519527,0.21770808061451696,184.12301383808492,
,,4783.473776632421,58.039908309861865,21904.525035276783,8.854015764643114,,1512.7062972125134,0.6993790960204542,,,63982.12574126418,2021.0384807181977,2.0384807181976368,0.21831584902849216,170.60684332208535,
,,8128.496410142077,70.71970388534093,21603.459945443632,5.87033196205425,,3868.367149035221,15.73775060589929,,,61943.33670164471,2021.0,2.0,0.37823706287870373,659.9335967556418,
,,8288.377811732733,66.41149034811838,20745.043319091696,5.60512718059301,,3814.29868566659,14.712128320020856,,,58542.52834381172,2021.0,2.0,0.40223641385227416,682.0218669002247,
,,4074.026302227417,37.23563045964202,21200.046242038432,6.0,,4457.376941453575,16.16304509382797,,,57920.810887057516,2020.5842913026906,1.5842913026905323,0.19614189613480076,742.896156908929,
,,3931.752440032927,36.577176661837846,21679.891849750577,6.0,,4166.935556231461,16.71252038190685,,,61845.204009553956,2020.6281882225442,1.6281882225441435,0.18345125894314301,694.4892593719103,
,,3140.7314713021615,66.94105616982392,22617.505075519482,7.311535257209697,,1751.821592375729,10.623070514419394,,,63727.80713569035,2020.6884647427903,1.6884647427903028,0.14044663585604128,237.28700927130038,
,,3447.620058913495,66.62980727024402,22370.618592686697,7.292917734629946,,1769.2287720982345,10.585835469259893,,,64093.34161748718,2020.70708226537,1.7070822653700533,0.1557683829267456,240.5490360648007,
,,1627.6509409237924,35.68788734750298,21030.316195861666,7.0,,2567.1633853014114,3.504341625166539,,,68046.69420230848,2021.2523764761675,2.252376476167369,0.07721465530611304,366.73762647163016,
,,2206.0115931665327,39.91909396711418,20028.1157300019,7.0,,2671.829932147216,5.195400020925126,,,72093.82937249853,2021.313534411062,2.3135344110619034,0.1093563391178653,381.68999030674513,
,,3194.5078180078244,70.13759263794364,20208.494129363993,5.0,,4464.501415013851,6.5473969436408765,,,57105.45592701804,2022.214942598997,3.214942598996998,0.15779550050525132,892.9002830027703,
,,4038.1524658918343,70.68929266729484,20582.099388091905,5.0,,4440.828096323508,7.553959667222061,,,59668.69807913055,2022.5675123334815,3.567512333481621,0.1944933214179052,888.1656192647017,
,,7422.9063903318165,70.8841593981978,21430.0,8.260027495751476,,2998.2329635270544,20.0,,,65486.0,2022.3853168616026,3.3853168616027007,0.34637920626840013,364.0413862515839,
,,7940.941250622902,71.460226207566,21430.0,8.468678389142093,,2977.820865401665,20.0,,,65486.0,2022.4714957830008,3.4714957830007944,0.37055255485874483,352.60013541425093,
,,7065.655276439414,38.87177416456065,17155.77290430673,7.784961916331799,,3584.4266354717665,12.53614700153311,,,65952.92544564401,2022.0,3.0,0.4332008709839782,461.83112665185485,
,,6598.018589445925,37.663957454381126,19488.79755396858,7.5002291027615,,3784.4082927306845,12.673917913329738,,,61683.7571026847,2022.0,3.0,0.34770015162770485,505.0720719358309,
,,7805.603613133002,72.55576425334264,22005.626550313023,8.8680974592677,,3433.957556306713,18.402812013559867,,,64633.74049043554,2022.319437597288,3.3194375972880263,0.35303828993408526,388.97984117976307,
,,7765.014336864902,72.68654928589012,21972.30985994645,8.873060623314746,,3426.684192596654,18.495255660525952,,,64683.06842045665,2022.3009488678947,3.30094886789481,0.3517924328444187,388.0210148885097,
,,5745.349362889144,44.09965088972822,19838.367261848824,7.0,,1130.6097606473124,15.591321328339452,,,54762.5097041622,2022.0,3.0,0.289086854817193,161.51568009247322,
,,6391.848621003244,49.9180683329233,21007.577863804727,7.0,,848.5183949472105,16.71280366805088,,,62595.532688190535,2022.0,3.0,0.30472494064968575,121.21691356388726,
,,2398.51201022927,39.02073359309216,19418.62444409892,7.929570037832783,,4104.611516567567,17.717509964429297,,,51894.88804260107,2023.0,3.9999999999999996,0.12299860728482842,519.851916287412,
,,2364.331642800952,41.98574052043956,19608.982082087703,8.481305287798655,,4288.800585289367,16.951806292735903,,,53076.68799567371,2023.0,4.0,0.11969668342752843,506.66006255396076,
,,6477.2282137676475,56.162439310162384,19530.433278533208,7.0,,2356.0666287686095,15.987933936046758,,,55306.293837335186,2023.0,4.0,0.3306038832592569,336.58094696694417,
,,7113.31790242836,58.07957966990398,20627.449852897524,7.0,,2449.6351635261094,17.732127084222007,,,59791.37328864589,2023.0,4.0,0.34372769797638425,349.9478805037299,
,,1501.8229097409558,83.13107683360701,19512.059859489873,6.297151497592803,,1834.8229561760195,14.93646389820632,,,65280.38518498809,2022.7028485024073,3.702848502407197,0.08270790902054892,296.0473518583729,
,,1741.132166965093,82.82979863793514,18099.866527807557,6.686015965992424,,1605.4970708319292,14.585259204265682,,,60856.66626974597,2022.3139840340075,3.313984034007576,0.09846214032379663,245.05865425523695,
,,4434.126842157233,73.09891653512528,17378.80611533905,5.0,,4528.115783539925,7.628925419866762,,,54493.265354087576,2022.6289254198668,3.6289254198667624,0.2811803934958334,905.6231567079851,
,,5122.9118916339,71.80903855603262,17901.561332928883,5.0,,4508.486536719873,7.988312496601846,,,59028.74541437019,2022.9883124966018,3.9883124966018473,0.31214576396665106,901.6973073439747,
,,4692.711395202623,43.79569338578039,21789.65021480368,8.292858150363898,,866.8597552492286,17.76357136414444,,,60126.440384953996,2023.0,4.0,0.20551702275154332,103.6351317315357,
,,4114.164394451489,44.236192141737924,21654.066689462477,8.192199760904064,,878.2370706646457,18.18190321981919,,,61986.29627839379,2023.0,4.0,0.18332891648268534,106.68041268850266,
,,8099.7307719530745,36.581705641765225,15593.314685101439,8.660334177238884,,1852.870030308324,16.991423418500393,,,87844.77152082152,2019.0,-4.440892098500626e-16,0.5386923167501756,213.17583619151017,
